iso_code,continent,location,date,total_cases,new_cases,total_deaths,new_deaths,new_tests,total_tests,positive_rate,people_vaccinated
KEN,Africa,Kenya,29/03/2020,42,4,1,0,69,902,0.049,
KEN,Africa,Kenya,30/03/2020,50,8,1,0,172,1074,0.052,
KEN,Africa,Kenya,31/03/2020,59,9,1,0,234,1308,0.041,
KEN,Africa,Kenya,01/04/2020,81,22,1,0,380,1688,0.046,
KEN,Africa,Kenya,02/04/2020,110,29,3,2,662,2350,0.045,
KEN,Africa,Kenya,03/04/2020,122,12,4,1,362,2712,0.046,
KEN,Africa,Kenya,04/04/2020,126,4,4,0,372,3084,0.039,
KEN,Africa,Kenya,05/04/2020,142,16,4,0,530,3614,0.037,
KEN,Africa,Kenya,06/04/2020,158,16,6,2,663,4277,0.034,
KEN,Africa,Kenya,07/04/2020,172,14,6,0,696,4973,0.031,
KEN,Africa,Kenya,08/04/2020,179,7,6,0,305,5278,0.027,
KEN,Africa,Kenya,09/04/2020,184,5,7,1,308,5586,0.023,
KEN,Africa,Kenya,10/04/2020,189,5,7,0,606,6192,0.019,
KEN,Africa,Kenya,11/04/2020,191,2,7,0,491,6683,0.018,
KEN,Africa,Kenya,12/04/2020,197,6,8,1,766,7449,0.014,
KEN,Africa,Kenya,13/04/2020,208,11,9,1,674,8123,0.013,
KEN,Africa,Kenya,14/04/2020,216,8,9,0,694,8817,0.011,
KEN,Africa,Kenya,15/04/2020,225,9,10,1,803,9620,0.011,
KEN,Africa,Kenya,16/04/2020,234,9,11,1,704,10324,0.011,
KEN,Africa,Kenya,17/04/2020,246,12,11,0,450,10774,0.012,
KEN,Africa,Kenya,18/04/2020,262,16,12,1,1115,11889,0.014,
KEN,Africa,Kenya,19/04/2020,270,8,14,2,1350,13239,0.013,
KEN,Africa,Kenya,20/04/2020,281,11,14,0,633,13872,0.013,
KEN,Africa,Kenya,21/04/2020,296,15,14,0,832,14704,0.014,
KEN,Africa,Kenya,22/04/2020,303,7,14,0,707,15411,0.013,
KEN,Africa,Kenya,23/04/2020,320,17,14,0,668,16079,0.015,
KEN,Africa,Kenya,24/04/2020,336,16,14,0,659,16738,0.015,
KEN,Africa,Kenya,25/04/2020,343,7,14,0,,,0.015,
KEN,Africa,Kenya,26/04/2020,355,12,14,0,,,0.018,
KEN,Africa,Kenya,27/04/2020,363,8,14,0,,,0.018,
KEN,Africa,Kenya,28/04/2020,374,11,14,0,,,0.018,
KEN,Africa,Kenya,29/04/2020,384,10,15,1,,,0.019,
KEN,Africa,Kenya,30/04/2020,396,12,17,2,,20268,0.018,
KEN,Africa,Kenya,01/05/2020,411,15,21,4,1434,21702,0.015,
KEN,Africa,Kenya,02/05/2020,435,24,22,1,1195,22897,0.017,
KEN,Africa,Kenya,03/05/2020,465,30,24,2,883,23780,0.019,
KEN,Africa,Kenya,04/05/2020,490,25,24,0,1012,24792,0.02,
KEN,Africa,Kenya,05/05/2020,535,45,24,0,1077,25869,0.024,
KEN,Africa,Kenya,06/05/2020,582,47,26,2,,,0.027,
KEN,Africa,Kenya,07/05/2020,607,25,29,3,,,0.026,
KEN,Africa,Kenya,08/05/2020,621,14,29,0,,29430,0.027,
KEN,Africa,Kenya,09/05/2020,649,28,30,1,1611,31041,0.026,
KEN,Africa,Kenya,10/05/2020,672,23,32,2,1056,32097,0.025,
KEN,Africa,Kenya,11/05/2020,700,28,33,1,841,32938,0.026,
KEN,Africa,Kenya,12/05/2020,715,15,36,3,978,33916,0.022,
KEN,Africa,Kenya,13/05/2020,737,22,40,4,1516,35432,0.018,
KEN,Africa,Kenya,14/05/2020,758,21,42,2,1486,36918,0.017,
KEN,Africa,Kenya,15/05/2020,781,23,45,3,2100,39018,0.017,
KEN,Africa,Kenya,16/05/2020,830,49,50,5,,,0.018,
KEN,Africa,Kenya,17/05/2020,887,57,50,0,,43712,0.019,
KEN,Africa,Kenya,18/05/2020,912,25,50,0,1139,44851,0.018,
KEN,Africa,Kenya,19/05/2020,963,51,50,0,1933,46784,0.019,
KEN,Africa,Kenya,20/05/2020,1029,66,50,0,2621,49405,0.021,
KEN,Africa,Kenya,21/05/2020,1109,80,50,0,3102,52507,0.023,
KEN,Africa,Kenya,22/05/2020,1161,52,50,0,2567,55074,0.024,
KEN,Africa,Kenya,23/05/2020,1192,31,50,0,,,0.023,
KEN,Africa,Kenya,24/05/2020,1214,22,51,1,,59260,0.021,
KEN,Africa,Kenya,25/05/2020,1286,72,52,1,2711,61971,0.022,
KEN,Africa,Kenya,26/05/2020,1348,62,52,0,2293,64264,0.022,
KEN,Africa,Kenya,27/05/2020,1471,123,55,3,3077,67341,0.025,
KEN,Africa,Kenya,28/05/2020,1618,147,58,3,2831,70172,0.029,
KEN,Africa,Kenya,29/05/2020,1745,127,62,4,3831,74003,0.031,
KEN,Africa,Kenya,30/05/2020,1888,143,63,1,,,0.036,
KEN,Africa,Kenya,31/05/2020,1962,74,64,1,,78536,0.039,
KEN,Africa,Kenya,01/06/2020,2021,59,69,5,1518,80054,0.041,
KEN,Africa,Kenya,02/06/2020,2093,72,71,2,2892,82946,0.04,
KEN,Africa,Kenya,03/06/2020,2216,123,74,3,2112,85058,0.042,
KEN,Africa,Kenya,04/06/2020,2340,124,78,4,2640,87698,0.041,
KEN,Africa,Kenya,05/06/2020,2474,134,79,1,3177,90875,0.043,
KEN,Africa,Kenya,06/06/2020,2600,126,83,4,3632,94507,0.039,
KEN,Africa,Kenya,07/06/2020,2767,167,84,1,2833,97340,0.043,
KEN,Africa,Kenya,08/06/2020,2872,105,85,1,1099,98439,0.046,
KEN,Africa,Kenya,09/06/2020,2989,117,88,3,2244,100683,0.051,
KEN,Africa,Kenya,10/06/2020,3094,105,89,1,2273,102956,0.049,
KEN,Africa,Kenya,11/06/2020,3215,121,92,3,3291,106247,0.047,
KEN,Africa,Kenya,12/06/2020,3305,90,96,4,2419,108666,0.047,
KEN,Africa,Kenya,13/06/2020,3457,152,100,4,3505,112171,0.049,
KEN,Africa,Kenya,14/06/2020,3594,137,103,3,3165,115336,0.046,
KEN,Africa,Kenya,15/06/2020,3727,133,104,1,3365,118701,0.042,
KEN,Africa,Kenya,16/06/2020,3860,133,105,1,3255,121956,0.041,
KEN,Africa,Kenya,17/06/2020,4044,184,107,2,,,0.041,
KEN,Africa,Kenya,18/06/2020,4257,213,117,10,,130498,0.043,
KEN,Africa,Kenya,19/06/2020,4374,117,119,2,3043,133541,0.043,
KEN,Africa,Kenya,20/06/2020,4478,104,121,2,2820,136361,0.042,
KEN,Africa,Kenya,21/06/2020,4738,260,123,2,3651,140012,0.046,
KEN,Africa,Kenya,22/06/2020,4797,59,125,2,2354,142366,0.045,
KEN,Africa,Kenya,23/06/2020,4952,155,128,3,4171,146537,0.044,
KEN,Africa,Kenya,24/06/2020,5206,254,130,2,4859,151396,0.046,
KEN,Africa,Kenya,25/06/2020,5384,178,132,2,3918,155314,0.045,
KEN,Africa,Kenya,26/06/2020,5533,149,137,5,3090,158404,0.047,
KEN,Africa,Kenya,27/06/2020,5811,278,141,4,4074,162478,0.051,
KEN,Africa,Kenya,28/06/2020,6070,259,143,2,2718,165196,0.053,
KEN,Africa,Kenya,29/06/2020,6190,120,144,1,2221,167417,0.056,
KEN,Africa,Kenya,30/06/2020,6366,176,148,4,2419,169836,0.061,
KEN,Africa,Kenya,01/07/2020,6673,307,149,1,3519,173355,0.067,
KEN,Africa,Kenya,02/07/2020,6941,268,152,3,2704,176059,0.075,
KEN,Africa,Kenya,03/07/2020,7188,247,154,2,4147,180206,0.076,
KEN,Africa,Kenya,04/07/2020,7577,389,159,5,4829,185035,0.078,
KEN,Africa,Kenya,05/07/2020,7886,309,160,1,4228,189263,0.075,
KEN,Africa,Kenya,06/07/2020,8067,181,164,4,2131,191394,0.078,
KEN,Africa,Kenya,07/07/2020,8250,183,167,3,2061,193455,0.08,
KEN,Africa,Kenya,08/07/2020,8528,278,169,2,3053,196508,0.08,
KEN,Africa,Kenya,09/07/2020,8975,447,173,4,3803,200311,0.084,
KEN,Africa,Kenya,10/07/2020,9448,473,181,8,6273,206584,0.086,
KEN,Africa,Kenya,11/07/2020,9726,278,184,3,1403,207987,0.094,
KEN,Africa,Kenya,12/07/2020,10105,379,185,1,7050,215037,0.086,
KEN,Africa,Kenya,13/07/2020,10294,189,197,12,1205,216242,0.09,
KEN,Africa,Kenya,14/07/2020,10791,497,202,5,4992,221234,0.091,
KEN,Africa,Kenya,15/07/2020,11252,461,209,7,4261,225495,0.094,
KEN,Africa,Kenya,16/07/2020,11673,421,217,8,3895,229390,0.093,
KEN,Africa,Kenya,17/07/2020,12062,389,222,5,3545,232935,0.099,
KEN,Africa,Kenya,18/07/2020,12750,688,225,3,5228,238163,0.1,
KEN,Africa,Kenya,19/07/2020,13353,603,234,9,5724,243887,0.113,
KEN,Africa,Kenya,20/07/2020,13771,418,238,4,2474,246361,0.115,
KEN,Africa,Kenya,21/07/2020,14168,397,250,12,3637,249998,0.117,
KEN,Africa,Kenya,22/07/2020,14805,637,260,10,4275,254273,0.123,
KEN,Africa,Kenya,23/07/2020,15601,796,263,3,6754,261027,0.124,
KEN,Africa,Kenya,24/07/2020,16268,667,274,11,5075,266102,0.127,
KEN,Africa,Kenya,25/07/2020,16643,375,278,4,,,0.12,
KEN,Africa,Kenya,26/07/2020,17603,960,280,2,,,0.136,
KEN,Africa,Kenya,27/07/2020,17975,372,285,5,,279612,0.126,
KEN,Africa,Kenya,28/07/2020,18581,606,299,14,4888,284500,0.128,
KEN,Africa,Kenya,29/07/2020,19125,544,311,12,5259,289759,0.122,
KEN,Africa,Kenya,30/07/2020,19913,788,325,14,5521,295280,0.126,
